subscription_fact_key,customer_key,geography_key,plan_key,payment_method_key,tenure_cohort_key,churn_reason_key,tenure_months,monthly_charges,total_charges,is_new_customer_imputed_charges,churn_flag,churn_score,cltv,addon_service_count,avg_revenue_per_tenure_month,recency_tenure_months,frequency_addon_breadth,monetary_total_charges
2881,2881,1570,460,3,4,21,39,19.85,854.8,0,0,72,3032,0,21.91794871794872,39,0,854.8
2882,2882,688,293,3,6,21,72,82.3,5815.15,0,0,60,4162,5,80.76597222222222,72,5,5815.15
2883,2883,689,720,3,5,21,58,66.8,3970.4,0,0,70,6433,2,68.45517241379311,58,2,3970.4
2884,2884,690,721,3,6,21,70,44.6,3058.15,0,0,26,4442,4,43.68785714285715,70,4,3058.15
2885,2885,944,362,3,6,21,61,98.45,6145.2,0,0,64,4000,4,100.74098360655738,61,4,6145.2
2886,2886,1571,47,1,1,21,2,70.7,129.2,0,0,38,2388,0,64.6,2,0,129.2
2887,2887,691,229,1,4,21,46,24.95,1165.9,0,0,58,3979,0,25.345652173913045,46,0,1165.9
2888,2888,1125,722,4,4,21,48,102.5,4904.25,0,0,75,3262,5,102.171875,48,5,4904.25
2889,2889,1572,500,4,6,21,64,86.55,5632.55,0,0,57,4934,5,88.00859375,64,5,5632.55
2890,2890,945,305,3,6,21,72,24.3,1643.25,0,0,43,5160,0,22.822916666666668,72,0,1643.25
2891,2891,692,144,4,1,21,12,58.35,740.55,0,0,29,5068,2,61.7125,12,2,740.55
2892,2892,693,723,4,6,21,72,68.75,4888.2,0,0,52,4505,4,67.89166666666667,72,4,4888.2
2893,2893,694,62,2,3,21,29,85.8,2440.25,0,0,70,2568,2,84.14655172413794,29,2,2440.25
2894,2894,695,93,4,3,21,33,20.1,620.55,0,0,59,3636,0,18.804545454545455,33,0,620.55
2895,2895,1573,8,1,1,21,1,20.35,20.35,0,0,72,5774,0,20.35,1,0,20.35
2896,2896,946,300,2,6,21,62,110.8,6840.95,0,0,49,4306,5,110.33790322580644,62,5,6840.95
2897,2897,696,109,4,1,21,4,82.85,319.6,0,0,80,3154,2,79.9,4,2,319.6
2898,2898,697,613,2,2,21,24,84.35,1938.05,0,0,31,2198,2,80.75208333333333,24,2,1938.05
2899,2899,947,93,1,2,21,14,19.55,294.5,0,0,47,5620,0,21.035714285714285,14,0,294.5
2900,2900,1574,8,1,1,21,3,19.95,58.3,0,0,77,4430,0,19.433333333333334,3,0,58.3
2901,2901,698,11,2,1,21,8,66.25,546.45,0,0,60,3026,2,68.30625,8,2,546.45
2902,2902,1126,305,3,3,21,35,23.3,797.1,0,0,78,2416,0,22.774285714285714,35,0,797.1
2903,2903,699,322,4,6,21,66,25.3,1673.8,0,0,56,6019,0,25.36060606060606,66,0,1673.8
2904,2904,1575,724,1,1,21,8,44.55,343.45,0,0,66,5489,3,42.93125,8,3,343.45
2905,2905,1576,92,4,6,21,71,104.1,7412.25,0,0,45,4695,4,104.39788732394366,71,4,7412.25
2906,2906,700,156,3,4,21,43,92.55,4039.0,0,0,37,3853,2,93.93023255813954,43,2,4039.0
2907,2907,1577,19,3,3,21,29,101.45,2948.6,0,0,76,5285,4,101.67586206896551,29,4,2948.6
2908,2908,1578,382,4,6,21,65,94.55,6078.75,0,0,36,4603,4,93.51923076923077,65,4,6078.75
2909,2909,1127,725,2,3,21,35,95.5,3418.2,0,0,27,3715,3,97.66285714285713,35,3,3418.2
2910,2910,701,726,4,6,21,64,100.3,6603.8,0,0,77,4986,4,103.184375,64,4,6603.8
2911,2911,1579,727,4,5,21,58,55.5,3166.9,0,0,69,4080,4,54.601724137931036,58,4,3166.9
2912,2912,948,133,4,2,21,18,49.85,865.75,0,0,71,3283,1,48.09722222222222,18,1,865.75
2913,2913,1580,68,3,6,21,67,89.55,6373.1,0,0,45,6111,2,95.12089552238807,67,2,6373.1
2914,2914,949,460,1,6,21,63,19.15,1177.05,0,0,38,6373,0,18.683333333333334,63,0,1177.05
2915,2915,1581,9,2,5,21,60,99.8,5985.75,0,0,38,6213,3,99.7625,60,3,5985.75
2916,2916,1128,383,4,6,21,70,113.05,7869.05,0,0,54,4203,6,112.415,70,6,7869.05
2917,2917,702,93,1,4,21,48,19.95,936.7,0,0,21,3396,0,19.514583333333334,48,0,936.7
2918,2918,1582,186,2,1,21,12,74.15,741.4,0,0,52,5426,4,61.78333333333333,12,4,741.4
2919,2919,703,728,2,6,21,71,92.0,6585.2,0,0,66,4322,4,92.74929577464789,71,4,6585.2
2920,2920,704,139,2,4,21,44,73.85,3122.4,0,0,48,4374,1,70.96363636363637,44,1,3122.4
2921,2921,705,305,1,4,21,45,24.45,1088.25,0,0,57,3586,0,24.183333333333334,45,0,1088.25
2922,2922,950,229,4,2,21,23,24.8,615.35,0,0,46,4402,0,26.754347826086956,23,0,615.35
2923,2923,1583,729,3,4,21,43,64.85,2908.2,0,0,72,4000,2,67.63255813953488,43,2,2908.2
2924,2924,1129,8,3,3,21,35,20.75,739.9,0,0,75,5876,0,21.14,35,0,739.9
2925,2925,706,730,1,1,21,9,68.95,593.85,0,0,29,2452,4,65.98333333333333,9,4,593.85
2926,2926,707,182,4,6,21,65,109.4,7227.45,0,0,39,4452,5,111.19153846153846,65,5,7227.45
2927,2927,1584,199,1,3,21,27,49.0,1291.35,0,0,51,5428,0,47.827777777777776,27,0,1291.35
2928,2928,708,731,1,4,21,40,50.25,2023.55,0,0,25,2449,1,50.58875,40,1,2023.55
2929,2929,709,93,4,1,21,8,19.9,153.95,0,0,29,3152,0,19.24375,8,0,153.95
2930,2930,1585,180,3,5,21,58,97.8,5458.8,0,0,23,6019,3,94.11724137931034,58,3,5458.8
2931,2931,951,732,2,5,21,52,100.3,5244.45,0,0,29,4811,4,100.85480769230769,52,4,5244.45
2932,2932,1586,226,1,1,21,3,55.8,154.55,0,0,48,2662,2,51.51666666666667,3,2,154.55
2933,2933,1587,674,2,4,21,41,111.15,4507.15,0,0,32,5038,6,109.93048780487804,41,6,4507.15
2934,2934,952,106,1,2,21,20,98.55,2031.95,0,0,42,3300,3,101.5975,20,3,2031.95
2935,2935,710,160,2,1,21,1,50.05,50.05,0,0,61,5523,0,50.05,1,0,50.05
2936,2936,1588,8,2,2,21,23,20.85,473.9,0,0,53,4263,0,20.604347826086954,23,0,473.9
2937,2937,953,8,3,1,21,6,19.5,106.8,0,0,77,3288,0,17.8,6,0,106.8
2938,2938,711,69,1,1,21,8,19.35,152.6,0,0,58,5416,0,19.075,8,0,152.6
2939,2939,712,733,1,2,21,18,69.5,1199.4,0,0,24,4466,3,66.63333333333334,18,3,1199.4
2940,2940,1130,734,4,5,21,52,48.8,2555.05,0,0,67,4865,3,49.135576923076925,52,3,2555.05
2941,2941,954,44,2,3,21,31,94.5,2979.2,0,0,42,3949,3,96.1032258064516,31,3,2979.2
2942,2942,1589,69,1,3,21,29,20.65,654.85,0,0,72,4667,0,22.58103448275862,29,0,654.85
2943,2943,955,735,4,3,21,36,106.05,3834.4,0,0,25,4505,5,106.51111111111112,36,5,3834.4
2944,2944,1131,315,2,4,21,42,108.3,4586.15,0,0,63,5106,4,109.19404761904761,42,4,4586.15
2945,2945,713,736,2,5,21,60,99.65,5941.05,0,0,41,4616,4,99.0175,60,4,5941.05
2946,2946,1132,737,4,2,21,22,95.9,2234.95,0,0,56,3207,3,101.58863636363635,22,3,2234.95
2947,2947,1590,93,1,3,21,36,20.0,666.75,0,0,60,4175,0,18.520833333333332,36,0,666.75
2948,2948,1591,738,1,1,21,9,64.95,547.8,0,0,66,3013,3,60.86666666666666,9,3,547.8
2949,2949,1592,150,4,1,21,1,74.6,74.6,0,0,22,5494,1,74.6,1,1,74.6
2950,2950,1593,46,2,1,21,12,49.2,571.15,0,0,37,3582,1,47.59583333333333,12,1,571.15
2951,2951,714,739,1,2,21,23,73.75,1756.6,0,0,28,3483,3,76.37391304347825,23,3,1756.6
2952,2952,1133,389,3,6,21,62,92.3,5731.45,0,0,58,6468,3,92.44274193548387,62,3,5731.45
2953,2953,1594,8,1,1,21,8,19.2,156.85,0,0,42,2879,0,19.60625,8,0,156.85
2954,2954,956,273,4,3,21,31,88.65,2683.2,0,0,48,4821,2,86.55483870967741,31,2,2683.2
2955,2955,1595,78,3,4,21,45,95.95,4456.65,0,0,63,5322,3,99.03666666666666,45,3,4456.65
2956,2956,715,740,4,6,21,69,105.4,6998.95,0,0,45,5467,4,101.4340579710145,69,4,6998.95
2957,2957,1596,8,1,1,21,2,20.25,36.8,0,0,59,5736,0,18.4,2,0,36.8
2958,2958,1597,741,2,4,21,44,49.05,2265.0,0,0,68,3910,3,51.47727272727273,44,3,2265.0
2959,2959,1598,742,1,4,21,39,35.55,1309.15,0,0,76,3752,2,33.56794871794872,39,2,1309.15
2960,2960,957,537,4,6,21,72,65.1,4754.3,0,0,30,4969,6,66.03194444444445,72,6,4754.3
2961,2961,1134,56,2,2,21,13,96.85,1235.55,0,0,28,3098,3,95.04230769230769,13,3,1235.55
2962,2962,716,743,4,5,21,51,69.75,3562.5,0,0,50,5628,4,69.8529411764706,51,4,3562.5
2963,2963,717,736,2,6,21,71,99.2,7213.75,0,0,23,4951,4,101.60211267605634,71,4,7213.75
2964,2964,718,107,2,5,21,56,106.8,5914.4,0,0,49,6161,4,105.61428571428571,56,4,5914.4
2965,2965,958,279,1,1,21,1,51.25,51.25,0,0,57,4483,1,51.25,1,1,51.25
2966,2966,719,744,1,2,21,23,57.75,1282.85,0,0,22,3794,3,55.77608695652174,23,3,1282.85
2967,2967,720,745,3,6,21,66,70.85,4738.85,0,0,37,5572,3,71.80075757575759,66,3,4738.85
2968,2968,959,8,1,1,21,1,19.55,19.55,0,0,31,5750,0,19.55,1,0,19.55
2969,2969,721,455,3,1,21,11,79.5,795.65,0,0,57,2278,2,72.33181818181818,11,2,795.65
2970,2970,1599,746,3,5,21,52,98.15,4993.4,0,0,48,5123,4,96.02692307692307,52,4,4993.4
2971,2971,960,69,2,1,21,3,20.25,61.45,0,0,42,4050,0,20.483333333333334,3,0,61.45
2972,2972,1135,96,3,5,21,51,79.15,4018.55,0,0,64,6321,2,78.79509803921569,51,2,4018.55
2973,2973,1600,78,2,6,21,64,94.25,6081.4,0,0,63,6020,3,95.021875,64,3,6081.4
2974,2974,1601,7,4,4,21,37,40.2,1478.85,0,0,20,5924,2,39.96891891891892,37,2,1478.85
2975,2975,1602,49,1,2,21,13,19.95,243.65,0,0,63,2884,0,18.742307692307694,13,0,243.65
2976,2976,1603,747,2,5,21,49,55.35,2633.95,0,0,26,5601,1,53.754081632653055,49,1,2633.95
2977,2977,1604,105,3,4,21,45,102.15,4735.35,0,0,69,5391,3,105.23,45,3,4735.35
2978,2978,1136,2,2,2,21,18,71.1,1247.75,0,0,28,4911,0,69.31944444444444,18,0,1247.75
2979,2979,722,748,3,6,21,68,54.1,3794.5,0,0,30,4601,4,55.8014705882353,68,4,3794.5
2980,2980,961,49,4,5,21,54,19.65,1008.7,0,0,70,5708,0,18.67962962962963,54,0,1008.7
2981,2981,962,37,3,2,21,23,88.45,2130.55,0,0,70,3937,3,92.63260869565218,23,3,2130.55
2982,2982,963,749,4,6,21,71,80.4,5727.15,0,0,20,5228,5,80.66408450704225,71,5,5727.15
2983,2983,964,460,3,6,21,67,19.25,1372.9,0,0,61,5154,0,20.491044776119406,67,0,1372.9
2984,2984,1605,66,2,2,21,14,84.8,1203.9,0,0,80,2452,1,85.99285714285715,14,1,1203.9
2985,2985,1606,49,4,6,21,63,19.5,1215.1,0,0,44,4370,0,19.287301587301585,63,0,1215.1
2986,2986,965,750,2,4,21,41,68.6,2877.05,0,0,34,4572,3,70.1719512195122,41,3,2877.05
2987,2987,1607,16,2,2,21,17,92.6,1579.7,0,0,32,4756,2,92.9235294117647,17,2,1579.7
2988,2988,1137,449,2,5,21,56,100.55,5514.95,0,0,61,4847,3,98.48125,56,3,5514.95
2989,2989,1608,8,4,1,21,5,20.55,96.1,0,0,23,5967,0,19.22,5,0,96.1
2990,2990,723,69,1,1,21,3,19.6,55.25,0,0,29,2941,0,18.416666666666668,3,0,55.25
2991,2991,1609,714,2,4,21,37,67.45,2443.3,0,0,37,5042,4,66.03513513513514,37,4,2443.3
2992,2992,724,27,1,1,21,8,43.55,335.4,0,0,60,3266,0,41.925,8,0,335.4
2993,2993,1610,91,4,6,21,63,109.85,7002.95,0,0,66,5775,5,111.15793650793651,63,5,7002.95
2994,2994,1611,8,1,1,21,7,20.65,158.95,0,0,74,4058,0,22.707142857142856,7,0,158.95
2995,2995,725,413,2,1,21,3,95.4,293.15,0,0,70,2813,3,97.71666666666665,3,3,293.15
2996,2996,1612,49,3,6,21,72,21.0,1493.75,0,0,71,4974,0,20.74652777777778,72,0,1493.75
2997,2997,1613,73,2,2,21,19,56.2,1093.4,0,0,38,3384,1,57.54736842105264,19,1,1093.4
2998,2998,1614,49,3,5,21,59,18.4,1057.85,0,0,20,4375,0,17.92966101694915,59,0,1057.85
2999,2999,726,306,2,3,21,35,25.75,882.55,0,0,49,4194,0,25.215714285714284,35,0,882.55
3000,3000,1138,8,4,2,21,14,19.6,300.4,0,0,40,2847,0,21.457142857142856,14,0,300.4
3001,3001,1615,49,4,6,21,69,19.8,1436.95,0,0,36,5423,0,20.82536231884058,69,0,1436.95
3002,3002,966,420,2,1,21,7,64.2,475.0,0,0,74,5116,3,67.85714285714286,7,3,475.0
3003,3003,727,751,3,6,21,69,75.75,5388.15,0,0,75,5839,5,78.0891304347826,69,5,5388.15
3004,3004,1616,752,2,6,21,72,78.95,5730.15,0,0,76,5050,4,79.58541666666666,72,4,5730.15
3005,3005,1139,279,2,1,21,4,50.3,217.1,0,0,73,3147,1,54.275,4,1,217.1
3006,3006,1140,35,4,6,21,63,80.3,4896.35,0,0,66,5157,2,77.71984126984128,63,2,4896.35
3007,3007,1617,49,3,6,21,72,19.85,1434.1,0,0,22,4790,0,19.918055555555554,72,0,1434.1
3008,3008,728,460,2,4,21,46,21.1,937.1,0,0,37,4791,0,20.371739130434783,46,0,937.1
3009,3009,967,95,1,3,21,30,50.0,1474.9,0,0,29,4715,1,49.163333333333334,30,1,1474.9
3010,3010,729,60,3,6,21,63,104.75,6536.5,0,0,30,5882,4,103.75396825396825,63,4,6536.5
3011,3011,1618,49,3,5,21,60,19.85,1128.1,0,0,58,6213,0,18.801666666666666,60,0,1128.1
3012,3012,730,211,2,3,21,25,85.9,2199.05,0,0,79,3153,2,87.962,25,2,2199.05
3013,3013,1141,24,2,1,21,6,80.8,457.1,0,0,68,5611,1,76.18333333333334,6,1,457.1
3014,3014,1142,305,1,2,21,22,25.25,566.5,0,0,61,3403,0,25.75,22,0,566.5
3015,3015,968,753,3,3,21,31,80.55,2471.6,0,0,24,3491,4,79.7290322580645,31,4,2471.6
3016,3016,1143,113,3,4,21,39,81.5,3107.3,0,0,25,2042,2,79.67435897435898,39,2,3107.3
3017,3017,1619,8,1,3,21,26,20.9,518.3,0,0,51,5895,0,19.934615384615384,26,0,518.3
3018,3018,731,754,2,1,21,12,67.25,832.3,0,0,56,4334,3,69.35833333333333,12,3,832.3
3019,3019,1144,8,1,1,21,2,20.35,45.3,0,0,61,5994,0,22.65,2,0,45.3
3020,3020,1145,755,3,4,21,39,45.05,1790.6,0,0,61,4003,3,45.91282051282051,39,3,1790.6
3021,3021,1146,241,1,1,21,7,34.65,246.6,0,0,45,5996,2,35.22857142857143,7,2,246.6
3022,3022,1620,47,2,1,21,4,69.35,261.65,0,0,26,4140,0,65.4125,4,0,261.65
3023,3023,1621,35,2,5,21,55,81.55,4509.5,0,0,80,5167,2,81.99090909090908,55,2,4509.5
3024,3024,1622,756,3,6,21,72,75.4,5480.25,0,0,35,4171,4,76.11458333333333,72,4,5480.25
3025,3025,1623,316,4,1,21,10,67.8,653.15,0,0,79,2709,3,65.315,10,3,653.15
3026,3026,1147,91,2,1,21,11,111.4,1183.05,0,0,28,3175,5,107.55,11,5,1183.05
3027,3027,1624,27,2,2,21,15,46.3,639.45,0,0,68,3103,0,42.63,15,0,639.45
3028,3028,969,49,3,2,21,23,20.4,478.75,0,0,33,4698,0,20.815217391304348,23,0,478.75
3029,3029,970,8,1,1,21,1,20.05,20.05,0,0,27,4221,0,20.05,1,0,20.05
3030,3030,1148,757,2,4,21,47,96.1,4391.45,0,0,68,5793,4,93.43510638297872,47,4,4391.45
3031,3031,1625,93,1,2,21,15,19.65,270.6,0,0,34,4818,0,18.040000000000003,15,0,270.6
3032,3032,1626,758,3,6,21,68,60.65,3975.9,0,0,24,6418,3,58.46911764705882,68,3,3975.9
3033,3033,1627,759,3,2,21,21,71.7,1497.05,0,0,38,2784,3,71.28809523809524,21,3,1497.05
3034,3034,1149,356,1,2,21,21,36.0,780.15,0,0,64,3378,2,37.15,21,2,780.15
3035,3035,1150,760,3,5,21,56,65.2,3512.15,0,0,26,4775,2,62.71696428571429,56,2,3512.15
3036,3036,1628,160,4,1,21,6,48.95,273.25,0,0,30,3061,0,45.541666666666664,6,0,273.25
3037,3037,1629,410,3,6,21,65,53.5,3517.9,0,0,76,5693,4,54.121538461538464,65,4,3517.9
3038,3038,1630,761,4,4,21,42,80.45,3375.9,0,0,62,4397,4,80.37857142857143,42,4,3375.9
3039,3039,1151,122,3,6,21,68,109.05,7508.55,0,0,80,6391,5,110.41985294117647,68,5,7508.55
3040,3040,1631,305,3,4,21,48,26.3,1245.05,0,0,72,2111,0,25.938541666666666,48,0,1245.05
3041,3041,732,246,2,5,21,50,106.8,5347.95,0,0,59,5746,4,106.959,50,4,5347.95
3042,3042,733,762,2,1,21,7,64.95,493.65,0,0,37,4615,3,70.52142857142857,7,3,493.65
3043,3043,1632,49,2,6,21,63,19.35,1263.85,0,0,23,4566,0,20.06111111111111,63,0,1263.85
3044,3044,1633,8,4,2,21,17,21.1,385.55,0,0,78,2842,0,22.679411764705883,17,0,385.55
3045,3045,734,8,1,1,21,4,18.85,84.2,0,0,63,5279,0,21.05,4,0,84.2
3046,3046,735,305,3,6,21,62,26.0,1638.7,0,0,46,4535,0,26.43064516129032,62,0,1638.7
3047,3047,736,2,2,1,21,2,70.35,120.25,0,0,39,4917,0,60.125,2,0,120.25
3048,3048,971,763,3,4,21,48,96.9,4473.45,0,0,38,2613,4,93.19687499999999,48,4,4473.45
3049,3049,1152,49,3,3,21,27,19.55,520.55,0,0,44,4430,0,19.27962962962963,27,0,520.55
3050,3050,737,571,3,6,21,70,80.4,5717.85,0,0,28,6367,5,81.68357142857144,70,5,5717.85
3051,3051,1634,524,2,4,21,46,94.65,4312.5,0,0,79,4120,3,93.75,46,3,4312.5
3052,3052,972,764,4,6,21,69,95.75,6511.25,0,0,74,5561,3,94.3659420289855,69,3,6511.25
3053,3053,1635,460,4,6,21,65,19.55,1218.65,0,0,76,4309,0,18.74846153846154,65,0,1218.65
3054,3054,973,722,4,6,21,72,104.1,7447.7,0,0,54,5092,5,103.44027777777778,72,5,7447.7
3055,3055,738,167,1,2,21,17,20.1,279.5,0,0,51,2185,0,16.441176470588236,17,0,279.5
3056,3056,1636,319,2,5,21,51,111.55,5720.35,0,0,35,4053,5,112.16372549019609,51,5,5720.35
3057,3057,739,327,4,5,21,51,60.5,3121.45,0,0,75,4994,3,61.20490196078431,51,3,3121.45
3058,3058,1637,437,3,6,21,72,90.95,6468.6,0,0,54,6091,6,89.84166666666667,72,6,6468.6
3059,3059,740,8,1,3,21,34,19.7,675.6,0,0,73,4136,0,19.870588235294118,34,0,675.6
3060,3060,1638,509,3,6,21,67,50.95,3521.7,0,0,77,6395,4,52.56268656716418,67,4,3521.7
3061,3061,1639,167,3,5,21,49,20.05,923.1,0,0,72,5579,0,18.838775510204083,49,0,923.1
3062,3062,1640,460,1,5,21,53,19.4,1110.35,0,0,73,4497,0,20.95,53,0,1110.35
3063,3063,1641,340,2,3,21,27,59.45,1611.65,0,0,23,4818,2,59.69074074074074,27,2,1611.65
3064,3064,741,672,4,6,21,69,81.5,5553.25,0,0,45,5286,5,80.48188405797102,69,5,5553.25
3065,3065,742,263,3,1,21,2,29.05,44.75,0,0,22,4998,1,22.375,2,1,44.75
3066,3066,1642,765,1,4,21,46,70.6,3231.05,0,0,52,5433,4,70.24021739130436,46,4,3231.05
3067,3067,1643,475,3,5,21,54,97.2,5129.45,0,0,55,4971,3,94.9898148148148,54,3,5129.45
3068,3068,1644,766,3,2,21,20,59.2,1191.2,0,0,58,5924,2,59.56,20,2,1191.2
3069,3069,1645,45,1,1,21,11,75.9,866.4,0,0,70,4278,1,78.76363636363637,11,1,866.4
3070,3070,1646,141,2,3,21,30,90.05,2627.2,0,0,39,3792,2,87.57333333333332,30,2,2627.2
3071,3071,1647,723,3,6,21,68,70.95,4741.45,0,0,43,5036,4,69.72720588235293,68,4,4741.45
3072,3072,1648,5,2,4,21,38,102.6,4009.2,0,0,40,5469,4,105.50526315789473,38,4,4009.2
3073,3073,1649,27,2,1,21,1,43.8,43.8,0,0,31,4633,0,43.8,1,0,43.8
3074,3074,743,767,2,6,21,63,59.0,3707.6,0,0,20,5639,5,58.85079365079365,63,5,3707.6
3075,3075,744,159,2,1,21,3,69.95,220.45,0,0,67,2754,3,73.48333333333333,3,3,220.45
3076,3076,1650,229,3,4,21,48,24.35,1133.7,0,0,70,4200,0,23.618750000000002,48,0,1133.7
3077,3077,974,768,4,6,21,66,29.45,1983.15,0,0,55,5112,1,30.047727272727276,66,1,1983.15
3078,3078,975,769,4,6,21,68,84.4,5746.75,0,0,34,5045,2,84.51102941176471,68,2,5746.75
3079,3079,1651,93,1,1,21,7,20.65,134.05,0,0,70,3575,0,19.150000000000002,7,0,134.05
3080,3080,1153,437,3,6,21,72,87.1,6230.1,0,0,76,5993,6,86.52916666666667,72,6,6230.1
3081,3081,745,8,1,3,21,29,19.85,573.05,0,0,59,2712,0,19.760344827586206,29,0,573.05
3082,3082,976,277,2,4,21,37,90.35,3419.3,0,0,76,3347,3,92.41351351351352,37,3,3419.3
3083,3083,977,770,1,5,21,59,65.5,3801.3,0,0,35,5631,3,64.42881355932204,59,3,3801.3
3084,3084,1652,18,2,5,21,60,80.95,4859.1,0,0,71,6214,1,80.985,60,1,4859.1
3085,3085,746,166,1,3,21,27,56.15,1439.35,0,0,69,3056,2,53.30925925925926,27,2,1439.35
3086,3086,978,771,1,2,21,17,34.4,592.75,0,0,45,4207,2,34.86764705882353,17,2,592.75
3087,3087,1154,49,1,5,21,58,20.75,1185.95,0,0,20,4927,0,20.44741379310345,58,0,1185.95
3088,3088,1,93,1,1,21,1,18.8,18.8,0,0,51,5160,0,18.8,1,0,18.8
3089,3089,2,97,2,5,21,53,90.8,4921.2,0,0,20,5249,3,92.85283018867923,53,3,4921.2
3090,3090,3,306,2,3,21,35,25.6,901.25,0,0,56,2980,0,25.75,35,0,901.25
3091,3091,1191,772,4,6,21,68,70.8,4859.95,0,0,61,5540,3,71.46985294117647,68,3,4859.95
3092,3092,4,343,2,4,21,47,25.4,1139.2,0,0,33,3159,0,24.238297872340425,47,0,1139.2
3093,3093,979,5,3,6,21,65,108.8,7082.45,0,0,64,5225,4,108.96076923076923,65,4,7082.45
3094,3094,5,22,2,1,21,9,76.85,663.55,0,0,38,4834,0,73.72777777777777,9,0,663.55
3095,3095,747,49,1,1,21,8,20.25,174.65,0,0,37,2653,0,21.83125,8,0,174.65
3096,3096,748,458,4,2,21,14,24.8,321.7,0,0,22,4527,0,22.978571428571428,14,0,321.7
3097,3097,1192,134,2,4,21,45,115.65,5125.5,0,0,75,3974,6,113.9,45,6,5125.5
3098,3098,1155,22,4,1,21,8,74.6,548.9,0,0,57,2142,0,68.6125,8,0,548.9
3099,3099,1193,172,3,6,21,66,103.15,7031.3,0,0,80,4663,5,106.53484848484848,66,5,7031.3
3100,3100,7,601,4,6,21,72,72.1,5016.65,0,0,42,4658,4,69.67569444444445,72,4,5016.65
3101,3101,8,305,1,2,21,23,25.1,611.45,0,0,67,2267,0,26.584782608695654,23,0,611.45
3102,3102,1156,18,2,1,21,4,80.15,319.85,0,0,62,2841,1,79.9625,4,1,319.85
3103,3103,980,305,1,1,21,6,25.4,153.3,0,0,52,2882,0,25.55,6,0,153.3
3104,3104,9,622,4,6,21,67,105.4,7035.6,0,0,64,5703,5,105.0089552238806,67,5,7035.6
3105,3105,10,29,1,1,21,7,45.75,344.2,0,0,57,3779,0,49.17142857142857,7,0,344.2
3106,3106,749,458,1,5,21,56,24.45,1431.65,0,0,78,5623,0,25.56517857142857,56,0,1431.65
3107,3107,11,305,4,6,21,72,25.0,1849.2,0,0,35,6126,0,25.683333333333334,72,0,1849.2
3108,3108,750,773,2,6,21,72,85.25,6083.1,0,0,52,6275,5,84.48750000000001,72,5,6083.1
3109,3109,1194,49,4,2,21,23,19.6,426.65,0,0,35,4617,0,18.55,23,0,426.65
3110,3110,1195,199,1,3,21,35,50.15,1655.35,0,0,74,5879,0,47.29571428571428,35,0,1655.35
3111,3111,1157,2,2,3,21,27,70.55,1943.9,0,0,65,2534,0,71.9962962962963,27,0,1943.9
3112,3112,981,229,1,1,21,12,26.4,314.95,0,0,65,3277,0,26.245833333333334,12,0,314.95
3113,3113,12,49,1,4,21,40,20.15,804.85,0,0,64,3915,0,20.12125,40,0,804.85
3114,3114,1196,774,1,1,21,7,58.85,465.7,0,0,76,3332,5,66.52857142857142,7,5,465.7
3115,3115,13,21,4,6,21,70,97.55,6669.05,0,0,49,4551,3,95.27214285714285,70,3,6669.05
3116,3116,14,49,4,5,21,60,19.65,1161.75,0,0,50,6315,0,19.3625,60,0,1161.75
3117,3117,751,775,4,4,21,39,25.25,947.75,0,0,21,4259,0,24.30128205128205,39,0,947.75
3118,3118,982,404,4,6,21,72,114.45,8375.05,0,0,53,6274,6,116.32013888888888,72,6,8375.05
3119,3119,1197,776,2,5,21,54,70.7,3770.0,0,0,77,5276,3,69.81481481481481,54,3,3770.0
3120,3120,752,665,4,6,21,63,75.55,4707.85,0,0,64,4626,5,74.72777777777779,63,5,4707.85
3121,3121,753,777,2,6,21,71,84.8,6152.4,0,0,43,5952,2,86.65352112676055,71,2,6152.4
3122,3122,15,167,1,4,21,42,20.65,958.1,0,0,49,5956,0,22.811904761904763,42,0,958.1
3123,3123,754,49,3,4,21,47,20.45,943.0,0,0,72,4342,0,20.06382978723404,47,0,943.0
3124,3124,16,356,2,1,21,11,35.65,425.1,0,0,61,4986,2,38.64545454545455,11,2,425.1
3125,3125,17,388,2,5,21,55,90.45,5044.8,0,0,42,5140,3,91.72363636363637,55,3,5044.8
3126,3126,1198,569,4,6,21,69,97.65,6743.55,0,0,20,5709,4,97.73260869565217,69,4,6743.55
3127,3127,18,139,2,1,21,3,73.85,196.4,0,0,74,2868,1,65.46666666666667,3,1,196.4
3128,3128,1199,778,4,3,21,30,69.1,2093.9,0,0,75,3415,3,69.79666666666667,30,3,2093.9
3129,3129,755,98,2,1,21,5,82.75,417.75,0,0,36,5269,2,83.55,5,2,417.75
3130,3130,1158,322,4,6,21,71,24.4,1725.4,0,0,56,4412,0,24.301408450704226,71,0,1725.4
3131,3131,756,693,2,3,21,29,55.25,1620.2,0,0,55,5481,1,55.86896551724138,29,1,1620.2
3132,3132,1200,344,3,5,21,52,61.35,3169.55,0,0,49,4729,2,60.95288461538462,52,2,3169.55
3133,3133,1201,398,4,6,21,68,76.75,5233.25,0,0,33,5395,4,76.9595588235294,68,4,5233.25
3134,3134,1202,49,1,4,21,46,19.4,967.85,0,0,47,2320,0,21.04021739130435,46,0,967.85
3135,3135,19,73,4,1,21,8,54.75,438.05,0,0,53,5317,1,54.75625,8,1,438.05
3136,3136,1203,49,4,6,21,72,19.7,1421.9,0,0,36,6436,0,19.748611111111114,72,0,1421.9
